borrower_id,gender,age,education_level,immigration_status,marital_status,dependents,industry_sector,employment_status,annual_income,income_decile,years_with_current_employer,total_years_employment,income_type,assets,total_liabilities,net_worth,liquid_assets,number_of_open_loans,total_value_of_open_loans,delinquencies_past_12mo,credit_score,credit_utilization,property_value,mortgage_amount,loan_to_value,monthly_payment,interest_rate,term_years,mortgage_start_year,risk_category,cluster_id,after_stress_risk_category
B00115,Female,21,High school diploma or equivalent,Long-term immigrant,Married,1,Manufacturing,Student,68768.58,7,3,8,Hourly,297000,172992.1,124007.9,110526.36,2,185680.22,0,694,10.96,833343,726587,87.19,1403.21,5.1,20,2023,,,
B00116,Female,19,"No certificate, diploma or degree",Canadian-born,Married,2,Construction,Student,81657.7,9,1,14,Salaried,234000,116214.2,117785.8,115737.35,1,132833.22,1,677,48.74,1242633,768070,61.81,1829.61,5.3,20,2023,,,
B00117,Female,20,College or CEGEP certificate or diploma,Canadian-born,Married,0,Education,Retired,43701.86,6,2,2,Salaried,214000,86367.62,127632.38,24715.75,3,101511.61,0,709,12.36,853838,775167,90.79,799.55,7.01,25,2023,,,
B00118,Male,24,Doctoral degree,Canadian-born,Divorced,3,Finance,Employed,65234.69,7,3,22,Contract,226000,160165.53,65834.47,89474.5,1,167491.96,0,705,69.34,1064018,815427,76.64,2007.19,5.75,25,2021,,,
B00119,Female,24,University certificate or diploma above a bachelor's degree,Recent immigrant,Single,3,Education,Employed,56012.75,5,13,13,Salaried,217000,52087.42,164912.58,69742.84,4,64198.23,0,687,2.08,935352,776069,82.97,1161.11,4.11,30,2023,,,
B00120,Female,20,Master's degree,Long-term immigrant,Widowed,1,Logistics,Employed,37014.06,3,2,19,Salaried,185000,72855.16,112144.84,78973.21,1,88218.37,0,693,25.81,883299,816348,92.42,1371.42,4.98,20,2023,,,
B00121,Female,22,Bachelor's degree,Canadian-born,Single,2,Tech,Employed,54352.33,5,17,24,Hourly,198000,126418.27,71581.73,20979.72,2,137739.49,0,699,24.83,822354,649724,79.01,1481.03,4.59,25,2022,,,
B00122,Female,22,University certificate or diploma above a bachelor's degree,Canadian-born,Widowed,0,Logistics,Employed,128981.09,10,1,8,Hourly,247000,76079.39,170920.61,96406.75,2,89271.02,1,707,10.65,1146086,995464,86.86,2136.68,3.87,20,2024,,,
B00123,Male,19,College or CEGEP certificate or diploma,Canadian-born,Single,2,Construction,Retired,70006.51,7,17,33,Salaried,278000,138336.92,139663.08,52860.94,0,0,0,705,67.25,896135,827771,92.37,1825.25,6.3,30,2023,,,
B00124,Male,23,"No certificate, diploma or degree",Canadian-born,Married,0,Manual Labor,Unemployed,61328.38,8,2,2,Salaried,280000,116879.67,163120.33,85551.22,1,120466.03,1,648,23.44,891672,750066,84.12,2025.58,6.97,30,2023,,,
B00125,Male,23,Master's degree,Canadian-born,Single,0,Construction,Employed,94358.32,9,1,14,Salaried,316000,125558.89,190441.11,121248.37,1,131462.88,0,701,18.28,768874,642704,83.59,2089.07,6.79,25,2024,,,
B00126,Male,23,Trades or apprenticeship certificate,Canadian-born,Single,2,Construction,Employed,114857.11,10,1,11,Salaried,297000,133339.56,163660.44,125427.85,2,149343.38,0,647,32.58,1047913,846367,80.77,1449.34,3.99,30,2021,,,
B00127,Female,21,Bachelor's degree,Canadian-born,Married,2,Tech,Self-employed,16955.87,1,2,13,Contract,127000,66536.59,60463.41,50136.82,2,75091.58,1,692,33.42,619327,474271,76.58,1411.64,4.59,25,2022,,,
B00128,Female,23,Bachelor's degree,Long-term immigrant,Married,2,Other,Employed,33891.71,3,5,17,Hourly,149000,57215.69,91784.31,63157.84,2,64773.4,0,645,18.64,788873,718599,91.09,1663.63,6.98,20,2022,,,
B00129,Male,20,High school diploma or equivalent,Canadian-born,Widowed,1,Education,Self-employed,70506.64,7,5,17,Contract,197000,87052.45,109947.55,20255.15,2,97085.84,1,735,67.39,1137338,729102,64.11,2200.04,3.62,20,2023,,,
B00130,Female,24,Trades or apprenticeship certificate,Canadian-born,Married,2,Healthcare,Unemployed,42531.96,4,3,5,Hourly,172000,98682.04,73317.96,45782.48,3,107685.03,0,695,19.77,964085,585401,60.72,1248.06,3.15,15,2019,,,
B00131,Male,24,College or CEGEP certificate or diploma,Canadian-born,Married,2,Retail,Retired,72138.94,7,2,4,Salaried,222000,88531.78,133468.22,27919.73,1,89513.77,0,734,34.34,956025,637490,66.68,1841.65,5.57,25,2020,,,
B00132,Male,21,Bachelor's degree,Canadian-born,Single,4,Manual Labor,Unemployed,78055.23,8,24,37,Hourly,258000,186165.61,71834.39,91874.22,4,199331.12,0,637,31.12,886933,627151,70.71,1644.29,5.11,20,2024,,,
B00133,Male,19,High school diploma or equivalent,Long-term immigrant,Widowed,3,Retail,Employed,65578.77,7,2,9,Hourly,208000,141810.26,66189.74,41147.4,1,152207.94,0,673,49.9,591233,405965,68.66,1621.06,3.73,30,2024,,,
B00134,Male,20,College or CEGEP certificate or diploma,Canadian-born,Married,2,Construction,Employed,99772.1,9,3,15,Salaried,293000,83579.64,209420.36,30899.45,3,97116.65,1,608,35.76,929336,645397,69.45,770.44,3.98,30,2024,,,
B00135,Female,24,Bachelor's degree,Canadian-born,Married,2,Finance,Employed,16716.31,1,3,3,Salaried,127000,90040.15,36959.85,14968.66,1,100107.61,0,627,44.76,991578,671964,67.77,1268.83,6.91,25,2024,,,
B00136,Male,20,High school diploma or equivalent,Recent immigrant,Married,2,Manual Labor,Employed,87805.06,8,7,18,Salaried,217000,66910.53,150089.47,35873.31,3,77241.99,0,691,11.71,884551,547899,61.94,2415.11,4.9,25,2024,,,
B00137,Female,24,High school diploma or equivalent,Canadian-born,Married,0,Manufacturing,Employed,88904.15,9,1,5,Salaried,231000,62264.93,168735.07,58233.15,5,72330.55,0,694,14.42,686469,448681,65.36,1279.85,4.72,25,2024,,,
B00138,Female,18,High school diploma or equivalent,Canadian-born,Divorced,0,Healthcare,Student,134809.15,10,2,10,Salaried,283000,222492.33,60507.67,92647.33,1,239737.29,0,706,22.24,795375,700645,88.09,1107.38,4.93,30,2024,,,
B00139,Male,19,College or CEGEP certificate or diploma,Canadian-born,Single,3,Retail,Employed,32675.57,3,26,27,Salaried,176000,93287.12,82712.88,56032.74,2,102488.6,0,676,19.67,1229993,1023741,83.23,1115.09,6.47,25,2024,,,
B00140,Female,19,Bachelor's degree,Canadian-born,Single,3,Construction,Employed,15109.37,1,8,21,Salaried,163000,117559.57,45440.43,69423.59,2,127834.71,0,652,51.8,1110945,1042020,93.8,2480.54,6.06,25,2024,,,
B00141,Female,18,Trades or apprenticeship certificate,Canadian-born,Single,2,Logistics,Student,55737.95,6,3,6,Salaried,199000,69252.24,129747.76,46718,2,87404.08,0,590,78.51,682943,413739,60.58,1985.56,5.79,20,2024,,,
B00142,Male,21,"No certificate, diploma or degree",Canadian-born,Married,1,Finance,Employed,53154.83,6,1,9,Hourly,209000,160264.46,48735.54,41344.39,1,168431.91,0,682,13.58,519153,422283,81.34,1720.73,2.9,15,2022,,,
B00143,Female,24,Master's degree,Canadian-born,Single,0,Tech,Unemployed,146496.26,10,10,26,Hourly,275000,203515.62,71484.38,111639.9,2,214682.66,0,668,15.34,1162979,829333,71.31,1093.11,3.56,25,2018,,,
B00144,Male,24,College or CEGEP certificate or diploma,Long-term immigrant,Single,1,Healthcare,Employed,43545.08,5,7,18,Salaried,196000,102446.25,93553.75,52627.29,3,107941.29,1,638,33.95,849862,757005,89.07,2210.77,6.28,20,2021,,,
B00145,Male,24,Bachelor's degree,Long-term immigrant,Single,1,Manual Labor,Employed,45486.36,5,4,10,Contract,196000,138255.54,57744.46,92083.59,3,141924.71,0,742,24.66,864280,619797,71.71,1826.86,6.61,30,2019,,,
B00146,Male,23,University certificate or diploma above a bachelor's degree,Canadian-born,Married,1,Healthcare,Employed,108332.13,10,3,10,Hourly,320000,137740,182260,78175.26,1,144857.74,0,717,55.33,1045574,647951,61.97,934.64,4.39,20,2024,,,
B00147,Female,23,University certificate or diploma below a bachelor's degree,Canadian-born,Married,3,Healthcare,Employed,60512.84,7,13,13,Hourly,210000,117855.22,92144.78,70287.97,2,123227.69,1,658,29.19,880808,733775,83.31,1658.05,4.79,30,2021,,,
B00148,Female,23,High school diploma or equivalent,Long-term immigrant,Single,0,Construction,Retired,100059.31,9,2,17,Salaried,300000,179757.73,120242.27,120951.6,1,195647.74,0,655,32.97,940592,743943,79.09,1582.29,6.93,30,2022,,,
B00149,Male,23,High school diploma or equivalent,Canadian-born,Widowed,1,Logistics,Employed,47235.82,5,2,9,Contract,215000,152219.54,62780.46,74283.05,3,165056.06,0,692,34.97,805602,619962,76.96,1768.26,4.3,30,2024,,,
B00150,Male,23,Bachelor's degree,Canadian-born,Widowed,1,Manual Labor,Self-employed,68521.97,8,10,22,Contract,248000,146587.65,101412.35,123170.25,2,149771.47,0,724,30.35,794303,643326,80.99,1838.17,5.58,25,2023,,,
B00151,Female,18,High school diploma or equivalent,Canadian-born,Single,4,Finance,Unemployed,127431.66,10,5,23,Salaried,285000,224358.34,60641.66,69077.64,2,227225.39,0,612,26.96,1058933,787751,74.39,1616.86,3.17,30,2024,,,
B00152,Male,19,University certificate or diploma below a bachelor's degree,Canadian-born,Married,3,Education,Employed,92325.39,9,14,26,Contract,275000,57015.77,217984.23,34726.79,2,67610.3,0,636,28.73,738366,603721,81.76,1695.85,3.65,30,2023,,,
B00153,Male,21,College or CEGEP certificate or diploma,Canadian-born,Married,1,Education,Retired,48155.18,4,5,14,Salaried,165000,115635.5,49364.5,42098.34,4,131349.87,0,709,10.31,750569,604254,80.51,1852.57,4.41,25,2024,,,
B00154,Female,20,College or CEGEP certificate or diploma,Canadian-born,Single,4,Education,Employed,39037.66,3,1,12,Salaried,153000,58024.13,94975.87,23879.52,1,63900.26,1,628,8.96,743631,521682,70.15,1417.27,4.38,20,2022,,,
B00155,Female,23,Bachelor's degree,Canadian-born,Single,1,Other,Self-employed,31148.78,3,1,7,Hourly,123000,32877.81,90122.19,17208.67,3,46214.79,0,719,71.68,958976,704914,73.51,1421.81,4.51,25,2019,,,
B00156,Male,18,Trades or apprenticeship certificate,Canadian-born,Married,0,Retail,Self-employed,156892.78,10,2,14,Salaried,294000,96724,197276,125250.29,4,116930.84,1,637,9.63,867889,532449,61.35,1030.03,5.45,25,2024,,,
B00157,Female,24,Bachelor's degree,Long-term immigrant,Married,2,Tech,Employed,82410.13,8,10,17,Salaried,252000,170797.05,81202.95,58522.59,2,186940.6,1,702,57,1068916,755543,70.68,1493.13,4.98,25,2022,,,
B00158,Female,21,College or CEGEP certificate or diploma,Canadian-born,Single,0,Manufacturing,Employed,16754.61,1,8,13,Salaried,123000,54072.47,68927.53,27108.62,1,72823.52,1,674,68.86,1049161,962692,91.76,1985.47,4.74,20,2023,,,
B00159,Male,21,High school diploma or equivalent,Canadian-born,Married,2,Healthcare,Employed,122108.92,10,8,16,Salaried,325000,194387.82,130612.18,59011.81,2,209047.85,0,714,11.75,922555,793700,86.03,1779.72,4.57,25,2021,,,
B00160,Female,21,College or CEGEP certificate or diploma,Canadian-born,Married,3,Education,Employed,51940.28,6,4,23,Salaried,216000,128481.71,87518.29,106065,4,132585,0,677,40.14,1196101,774411,64.74,1791.59,4.27,25,2021,,,
B00161,Male,18,Trades or apprenticeship certificate,Canadian-born,Married,2,Construction,Unemployed,82357.05,9,1,13,Hourly,260000,106180.91,153819.09,42105.22,4,118370.34,0,627,24.03,1023569,800188,78.18,657.45,4.82,20,2024,,,
B00162,Female,20,University certificate or diploma below a bachelor's degree,Canadian-born,Single,0,Manual Labor,Employed,130318.98,10,1,19,Salaried,265000,137451.4,127548.6,101322.16,0,0,0,644,7.66,688715,435814,63.28,1443.53,5.67,30,2024,,,
B00163,Female,23,Master's degree,Canadian-born,Married,0,Education,Employed,90916.58,9,1,9,Salaried,291000,146816.53,144183.47,47352.25,2,157425.25,0,659,29.8,808139,755538,93.49,1355.02,6.15,30,2021,,,
B00164,Female,21,"No certificate, diploma or degree",Canadian-born,Single,0,Construction,Self-employed,100127.76,10,9,28,Salaried,305000,140392.49,164607.51,91496.25,4,149834.16,0,707,53.91,950377,709007,74.6,1487.48,5.17,20,2024,,,
B00165,Male,18,Trades or apprenticeship certificate,Canadian-born,Married,0,Logistics,Employed,120031.46,10,1,18,Salaried,298000,103817.93,194182.07,93348.83,6,123199.14,0,657,26.86,772750,553396,71.61,1486.04,5.18,15,2024,,,
B00166,Female,24,Bachelor's degree,Canadian-born,Married,0,Finance,Employed,41718.52,4,8,25,Salaried,183000,87227.09,95772.91,79904.9,2,97884.81,1,623,37.7,867652,546569,62.99,2167.19,5.66,25,2020,,,
B00167,Male,19,University certificate or diploma above a bachelor's degree,Canadian-born,Married,1,Education,Employed,71405.66,7,9,28,Salaried,257000,62871.23,194128.77,72779.94,1,70943,0,702,24.35,1114191,1058396,94.99,643.94,5.8,25,2024,,,
B00168,Male,24,College or CEGEP certificate or diploma,Canadian-born,Single,2,Tech,Self-employed,133481.77,10,1,11,Contract,306000,191594.22,114405.78,131283.42,2,205276.67,0,582,46.1,920049,798215,86.76,1445.53,4.7,20,2020,,,
B00169,Male,18,High school diploma or equivalent,Canadian-born,Married,2,Tech,Self-employed,36571.53,3,11,18,Salaried,166000,82245.27,83754.73,35484.49,1,93414.44,0,753,20.89,770605,464042,60.22,1161.82,4.44,30,2024,,,
B00170,Female,18,Trades or apprenticeship certificate,Recent immigrant,Divorced,0,Tech,Employed,152830.32,10,11,12,Salaried,329000,223363.07,105636.93,58754.06,3,234313.41,0,615,34.76,981351,711057,72.46,1681.42,3.53,30,2024,,,
B00171,Female,18,Trades or apprenticeship certificate,Canadian-born,Married,1,Retail,Employed,45832.21,5,5,21,Hourly,201000,66712.71,134287.29,90949.79,2,74121.2,0,663,11.25,881854,608077,68.95,947.91,1.54,15,2024,,,
B00172,Male,21,Trades or apprenticeship certificate,Canadian-born,Single,0,Retail,Employed,67253.24,8,4,13,Contract,246000,108229.17,137770.83,44905.24,3,117940.14,0,719,16.67,672307,570855,84.91,1185.53,5.51,15,2023,,,
B00173,Female,18,High school diploma or equivalent,Canadian-born,Married,0,Manufacturing,Employed,50788.32,6,5,19,Salaried,246000,184821.05,61178.95,98260.91,2,199642.02,0,698,12.9,1076876,826915,76.79,1679.76,3.81,30,2024,,,
B00174,Male,19,Bachelor's degree,Canadian-born,Single,1,Logistics,Employed,133876.33,10,3,3,Salaried,289000,148632.03,140367.97,39764.34,1,153121.09,1,693,34.35,886966,719672,81.14,1569.12,5.82,20,2023,,,
B00175,Female,21,Bachelor's degree,Canadian-born,Divorced,0,Healthcare,Employed,69926.18,8,4,5,Contract,236000,176445.79,59554.21,50660.84,5,191624.6,0,756,23.55,831363,732383,88.09,1987.87,4.77,25,2024,,,
B00176,Male,24,College or CEGEP certificate or diploma,Canadian-born,Married,2,Construction,Unemployed,49794,4,16,22,Contract,188000,82431.09,105568.91,28166.53,1,89304.22,0,729,29.95,1081147,890827,82.4,1667.54,6.03,20,2019,,,
B00177,Female,19,College or CEGEP certificate or diploma,Canadian-born,Single,3,Tech,Employed,141049.99,10,1,5,Salaried,313000,237046.85,75953.15,82116.58,2,247254.31,0,725,45.46,952218,696030,73.1,1744.31,4.98,30,2024,,,
B00178,Male,22,First professional degree,Long-term immigrant,Single,1,Tech,Self-employed,69380.9,7,2,14,Salaried,224000,111103.61,112896.39,90696.58,1,122708.88,0,685,38.34,1021403,967074,94.68,2080.55,6.77,30,2024,,,
B00179,Female,24,Bachelor's degree,Canadian-born,Single,2,Manual Labor,Employed,125932.56,10,4,8,Salaried,317000,100709.49,216290.51,119148.63,0,0,0,580,26.24,671199,597792,89.06,1614.35,7.41,25,2023,,,
B00180,Male,18,High school diploma or equivalent,Canadian-born,Divorced,0,Tech,Self-employed,64680.41,7,2,12,Hourly,240000,121440.04,118559.96,46556.3,0,0,0,659,31.36,880670,836244,94.96,2436.89,4.52,20,2024,,,
B00181,Male,23,High school diploma or equivalent,Canadian-born,Single,3,Manual Labor,Unemployed,133469.08,10,23,32,Hourly,291000,174808.47,116191.53,89777.41,3,180597.5,0,690,17.23,675635,583794,86.41,1828.49,2.97,25,2024,,,
B00182,Male,23,Bachelor's degree,Canadian-born,Married,0,Finance,Employed,28840.67,2,6,17,Salaried,141000,87778.3,53221.7,40281.97,2,99521.41,1,654,24.16,961534,673619,70.06,1603.3,6.59,20,2022,,,
B00183,Female,21,College or CEGEP certificate or diploma,Canadian-born,Divorced,0,Healthcare,Unemployed,142959.23,10,3,4,Salaried,288000,146490.96,141509.04,114720.29,1,162207.73,0,680,19.92,765600,614977,80.33,1253.57,5.7,20,2022,,,
B00184,Female,23,High school diploma or equivalent,Long-term immigrant,Single,0,Retail,Self-employed,62700.21,7,11,22,Hourly,240000,120641.49,119358.51,30679.03,5,123188.02,1,736,22.58,1126570,778885,69.14,2093.95,4.23,25,2019,,,
B00185,Male,24,Bachelor's degree,Canadian-born,Married,1,Finance,Employed,55910.28,6,1,7,Hourly,253000,86511.19,166488.81,100396.39,1,100125.07,0,674,40.49,804898,741423,92.11,1964.59,4.76,25,2021,,,
B00186,Female,21,Trades or apprenticeship certificate,Recent immigrant,Married,2,Other,Employed,31494.24,2,2,20,Salaried,133000,32747.63,100252.37,24149.75,1,41025.12,0,709,24.33,971188,835377,86.02,2439,5.51,30,2021,,,
B00187,Female,24,College or CEGEP certificate or diploma,Canadian-born,Married,4,Education,Employed,45235.53,5,14,32,Hourly,193000,45236.55,147763.45,70255.22,1,56221.43,0,647,9.88,920061,720906,78.35,1524.73,6.58,25,2019,,,
B00188,Female,18,High school diploma or equivalent,Canadian-born,Single,2,Construction,Employed,61213.38,6,4,5,Salaried,203000,87147.13,115852.87,28230.8,1,95528.56,1,672,15.65,810029,517725,63.91,1538.26,3,30,2024,,,
B00189,Female,20,Bachelor's degree,Canadian-born,Single,1,Construction,Employed,91792.89,9,12,24,Salaried,271000,99583.04,171416.96,107602.74,7,109594.78,2,583,35.91,887896,663720,74.75,1427.05,4.06,25,2022,,,
B00190,Male,20,Trades or apprenticeship certificate,Canadian-born,Married,2,Tech,Unemployed,95878.63,9,19,23,Salaried,255000,187953.22,67046.78,97303.11,4,192357.21,0,660,29.98,1096457,907786,82.79,1085.67,5.05,25,2023,,,
B00191,Male,19,High school diploma or equivalent,Canadian-born,Divorced,2,Healthcare,Employed,133401.12,10,3,18,Salaried,291000,65027.63,225972.37,60447.03,2,84500.38,0,644,8.44,1045237,932431,89.21,1250.7,2.93,30,2023,,,
B00192,Female,18,High school diploma or equivalent,Canadian-born,Single,3,Construction,Employed,151926.5,10,4,22,Salaried,286000,197798.68,88201.32,131262.41,0,0,0,672,70.93,724934,582416,80.34,1528.59,6.04,25,2024,,,
B00193,Female,23,High school diploma or equivalent,Canadian-born,Single,2,Manufacturing,Employed,83514.7,9,9,10,Salaried,275000,139346.08,135653.92,79504.67,3,149392.32,0,727,35.07,976950,619003,63.36,1110.06,3.95,25,2020,,,
B00194,Female,18,Trades or apprenticeship certificate,Canadian-born,Single,2,Retail,Self-employed,93668.11,9,2,13,Contract,259000,175169.85,83830.15,88458.9,6,179208.45,0,677,41.71,877052,675563,77.03,2498.93,6.57,25,2024,,,
B00195,Male,22,Master's degree,Canadian-born,Married,2,Manufacturing,Self-employed,144551.97,10,3,22,Salaried,350000,101936.58,248063.42,72202.55,4,114040.03,0,733,9.8,857574,520926,60.74,1486.24,6.14,20,2021,,,
B00196,Male,20,Bachelor's degree,Canadian-born,Single,2,Retail,Employed,36461.61,3,1,1,Contract,144000,106547.25,37452.75,44189.95,4,107933.07,0,627,56.18,899677,692454,76.97,1391.4,4.38,20,2022,,,
B00197,Female,23,Trades or apprenticeship certificate,Canadian-born,Divorced,0,Manual Labor,Employed,39583.68,3,5,13,Salaried,152000,62268.94,89731.06,17707.67,3,74069.62,0,667,7.97,845102,793784,93.93,2067.47,6.1,15,2022,,,
B00198,Female,24,High school diploma or equivalent,Canadian-born,Single,0,Education,Self-employed,99055.48,9,1,2,Contract,285000,224215.78,60784.22,53487,1,231466.64,1,680,25.32,514590,329159,63.97,1759.99,3.22,30,2021,,,
B00199,Female,24,Trades or apprenticeship certificate,Canadian-born,Divorced,2,Logistics,Employed,61005.13,6,3,4,Contract,228000,150246.63,77753.37,35886.51,1,158621.42,0,775,29.55,955146,597800,62.59,1492.02,5.64,25,2019,,,
B00200,Female,20,Trades or apprenticeship certificate,Canadian-born,Married,3,Retail,Unemployed,76544.25,7,12,30,Salaried,255000,180732.28,74267.72,45640.77,2,192242.05,0,680,11.21,880175,533375,60.6,1612.48,6.16,25,2023,,,
B00201,Female,18,High school diploma or equivalent,Canadian-born,Married,1,Tech,Self-employed,71803.35,8,11,24,Hourly,255000,56173.69,198826.31,34563.11,0,0,0,655,37.02,781649,488428,62.49,1372.53,5.46,30,2024,,,
B00202,Male,23,High school diploma or equivalent,Recent immigrant,Single,4,Manual Labor,Unemployed,134018.22,10,8,24,Salaried,283000,57991.42,225008.58,62609.24,1,72074.6,0,606,31.42,1153986,861427,74.65,1528.13,5.49,20,2019,,,
